model_id,aa_name,aa_model_slug,company_slug,eci_estimated,capability,n_benchmarks,benchmarks_used,mean_accuracy,total_reasoning_tokens,total_answer_tokens,total_inference_tokens
sagemaker/allenai/Llama-3.1-Tulu-3-70B-DPO,Llama-3.1-Tulu-3-70B-DPO,,,127.39543381179797,0.8023954324038198,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.25359848484848485,0.0,2362176.0,2362176.0
mistral/mistral-small-2501,mistral-small-2501,,,127.1856301714027,0.7921176368667642,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.25287247474747476,0.0,1997822.0,1997822.0
hyperbolic/meta-llama/Meta-Llama-3.1-70B-Instruct,Llama 3.1 Instruct 70B,llama-3-1-instruct-70b,meta,127.09790841263091,0.7878203506084854,1,GPQA diamond,0.44191919191919193,0.0,2138814.0,2138814.0
together/microsoft/WizardLM-2-8x22B,WizardLM-2-8x22B,,,126.63869886844816,0.765324736162124,1,GPQA diamond,0.43434343434343436,0.0,3294694.0,3294694.0
openai/gpt-4-1106-preview,gpt-4-1106-preview,,,125.96557049005185,0.7323497323427751,1,GPQA diamond,0.4236111111111111,0.0,1680803.0,1680803.0
openai/gpt-4-0125-preview,GPT-4,gpt-4,openai,125.90479843562873,0.7293726498262335,1,GPQA diamond,0.42266414141414144,0.0,1813692.0,1813692.0
alibaba/qwen-turbo-2024-11-01,Qwen2.5 Turbo,qwen-turbo,alibaba,125.79707863551326,0.7240957057332066,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.23952020202020202,0.0,1325622.0,1325622.0
sagemaker/Qwen/Qwen2-72B-Instruct,Qwen2 Instruct 72B,qwen2-72b-instruct,alibaba,124.91992679703509,0.6811260640537445,1,GPQA diamond,0.4078282828282828,0.0,1028460.0,1028460.0
sagemaker/meta-llama/Meta-Llama-3-70B-Instruct,Llama 3 Instruct 70B,llama-3-instruct-70b,meta,124.76503823401805,0.6735384312618719,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.2243371212121212,0.0,1488129.0,1488129.0
fireworks/accounts/fireworks/models/llama-v3p2-90b-vision-instruct,Llama 3.2 Instruct 90B (Vision),llama-3-2-instruct-90b-vision,meta,124.69776878784046,0.6702430565371921,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.21837121212121213,0.0,2944295.0,2944295.0
google/gemini-1.5-flash-001,Gemini 1.5 Flash (May '24),gemini-1-5-flash-may-2024,google,124.57335025316286,0.6641480800247388,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.2213068181818182,0.0,1814922.0,1814922.0
anthropic/claude-3-sonnet-20240229,Claude 3 Sonnet,claude-3-sonnet,anthropic,124.42600333886509,0.6569298951766802,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.21546717171717172,0.0,1916224.0,1916224.0
google_vertex/publishers/meta/models/llama-3.1-70b-instruct-maas,llama-3.1-70b-instruct-maas,,,123.55212322631824,0.6141205277904203,1,OTIS Mock AIME 2024-2025,0.03611111111111111,0.0,2683151.0,2683151.0
openai/gpt-4o-mini-2024-07-18,GPT-4o mini,gpt-4o-mini,openai,123.50388447550542,0.6117574228562871,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.22332702020202022,0.0,2121109.0,2121109.0
anthropic/claude-3-5-haiku-20241022,Claude 3.5 Haiku,claude-3-5-haiku,anthropic,123.39687111759166,0.6065150857343033,4,"FrontierMath-2025-02-28-Private, GPQA diamond, OTIS Mock AIME 2024-2025, SimpleQA Verified",0.12284217171717172,0.0,951029.0,951029.0
mistral/mistral-large-2402,mistral-large-2402,,,123.20581344957867,0.5971556120668077,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.20353535353535354,0.0,1676572.0,1676572.0
alibaba/qwen-plus-2025-04-28,qwen-plus-2025-04-28,,,122.8891590479286,0.5816434446423694,2,"FrontierMath-2025-02-28-Private, SWE-Bench verified",0.14,0.0,1411111.0,1411111.0
sagemaker/NousResearch/Hermes-2-Theta-Llama-3-70B,Hermes-2-Theta-Llama-3-70B,,,122.41298137075461,0.558316600570054,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.19984217171717172,0.0,1155346.0,1155346.0
google_vertex/publishers/meta/models/llama-3.1-8b-instruct-maas,llama-3.1-8b-instruct-maas,,,121.46385084104574,0.5118208891326974,1,OTIS Mock AIME 2024-2025,0.025,0.0,3998566.0,3998566.0
sagemaker/google/gemma-2-27b-it,gemma-2-27b-it,,,121.45515586239685,0.5113949422206995,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.1893939393939394,0.0,1304904.0,1304904.0
anthropic/claude-3-haiku-20240307,Claude 3 Haiku,claude-3-haiku,anthropic,121.3782004472191,0.5076250742566546,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.19053030303030302,0.0,1503051.0,1503051.0
openai/gpt-4-0314,GPT-4,gpt-4,openai,120.6780306022658,0.4733253714770248,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.18143939393939393,0.0,896719.0,896719.0
anthropic/claude-2.0,Claude 2.0,claude-2,anthropic,120.04927675012846,0.44252417316021203,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.18579545454545457,0.0,764148.0,764148.0
mistral/open-mixtral-8x22b,open-mixtral-8x22b,,,119.24855382060471,0.4032986071215444,1,GPQA diamond,0.34059343434343436,0.0,1778652.0,1778652.0
google/gemini-1.0-pro-001,Gemini 1.0 Pro,gemini-1-0-pro,google,119.11156757345148,0.39658796741587915,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.17537878787878788,0.0,1034214.0,1034214.0
sagemaker/PRIME-RL/Eurus-2-7B-PRIME,Eurus-2-7B-PRIME,,,119.0776660447619,0.3949272098636808,1,GPQA diamond,0.3390151515151515,0.0,3109158.0,3109158.0
google/gemini-1.5-flash-8b-001,Gemini 1.5 Flash-8B,gemini-1-5-flash-8b,google,118.61332178992244,0.3721800578073327,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.18768939393939393,0.0,1390526.0,1390526.0
anthropic/claude-2.1,Claude 2.1,claude-21,anthropic,118.14667700969201,0.3493202083280444,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.17449494949494948,0.0,839456.0,839456.0
together/databricks/dbrx-instruct,DBRX Instruct,dbrx,databricks,117.91753221937492,0.338094934549078,1,GPQA diamond,0.32891414141414144,0.0,1264947.0,1264947.0
sagemaker/01-ai/Yi-1.5-34B-Chat,Yi-1.5-34B-Chat,,,116.74862951014646,0.2808330918778692,1,GPQA diamond,0.319760101010101,0.0,2257458.0,2257458.0
sagemaker/Qwen/Qwen1.5-32B-Chat,Qwen1.5-32B-Chat,,,114.94430088925773,0.1924432021113496,1,GPQA diamond,0.307449494949495,0.0,1331228.0,1331228.0
openai/gpt-4-0613,gpt-4-0613,,,114.87709645628526,0.1891510122333592,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.1588068181818182,0.0,880005.0,880005.0
sagemaker/mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral 8x7B Instruct,mixtral-8x7b-instruct,mistral,114.68907790473037,0.17994041785847634,1,GPQA diamond,0.3058712121212121,0.0,1499603.0,1499603.0
mistral/open-mistral-nemo-2407,open-mistral-nemo-2407,,,113.48639823704642,0.12102392004298469,1,GPQA diamond,0.2989267676767677,0.0,1333466.0,1333466.0
mistral/open-mixtral-8x7b,open-mixtral-8x7b,,,113.36995414300438,0.11531959295024675,1,GPQA diamond,0.29829545454545453,0.0,1541544.0,1541544.0
sagemaker/Qwen/Qwen1.5-72B-Chat,Qwen1.5-72B-Chat,,,111.31010268403197,0.014412229798020438,1,GPQA diamond,0.2881944444444444,0.0,1257826.0,1257826.0
novita/zai-org/glm-4.5,GLM-4.5 (Reasoning),glm-4.5,zai,110.97891730987118,-0.0018117763921258244,2,"FrontierMath-2025-02-28-Private, FrontierMath-Tier-4-2025-07-01-Private",0.0,0.0,131317.0,131317.0
together/zai-org/GLM-4.6,GLM-4.6 (Non-reasoning),glm-4-6,zai,110.97885504917579,-0.0018148263997229768,2,"FrontierMath-2025-02-28-Private, FrontierMath-Tier-4-2025-07-01-Private",0.0,0.0,171864.0,171864.0
openai/gpt-3.5-turbo-1106,GPT-3.5 Turbo,gpt-35-turbo,openai,109.38127834942385,-0.0800764173038684,1,GPQA diamond,0.2803030303030303,0.0,319979.0,319979.0
sagemaker/microsoft/Phi-3-medium-128k-instruct,Phi-3-medium-128k-instruct,,,108.14689198636697,-0.140546152859109,1,GPQA diamond,0.2758838383838384,0.0,1686484.0,1686484.0
sagemaker/google/gemma-2-9b-it,gemma-2-9b-it,,,107.81623837334486,-0.15674410929984314,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.14008838383838382,0.0,1221053.0,1221053.0
openai/gpt-3.5-turbo-0125,GPT-3.5 Turbo,gpt-35-turbo,openai,106.88913102753253,-0.20216095584840574,1,GPQA diamond,0.27178030303030304,0.0,328388.0,328388.0
mistral/ministral-8b-2410,ministral-8b-2410,,,106.78783306151223,-0.20712330912842872,1,GPQA diamond,0.27146464646464646,0.0,1651605.0,1651605.0
sagemaker/meta-llama/Llama-2-70b-chat-hf,Llama 2 Chat 70B,llama-2-chat-70b,meta,103.95583725714903,-0.34585623952090605,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.13162878787878787,0.0,1914969.0,1914969.0
sagemaker/meta-llama/Meta-Llama-3-8B-Instruct,Llama 3 Instruct 8B,llama-3-instruct-8b,meta,103.08152646915042,-0.38868670470236005,2,"GPQA diamond, OTIS Mock AIME 2024-2025",0.1345328282828283,0.0,1630396.0,1630396.0
hyperbolic/meta-llama/Meta-Llama-3.1-8B-Instruct,Llama 3.1 Instruct 8B,llama-3-1-instruct-8b,meta,102.55144885419107,-0.41465398217694754,1,GPQA diamond,0.25946969696969696,0.0,3119023.0,3119023.0
mistral/ministral-3b-2410,ministral-3b-2410,,,100.02559122793303,-0.5383899106359786,1,GPQA diamond,0.25252525252525254,0.0,1512378.0,1512378.0
sagemaker/deepseek-ai/deepseek-llm-67b-chat,DeepSeek LLM 67B Chat (V1),deepseek-llm-67b-chat,deepseek,99.41439192729062,-0.5683311520394142,1,GPQA diamond,0.24621212121212122,0.0,1180475.0,1180475.0
sagemaker/01-ai/Yi-34B-Chat,Yi-34B-Chat,,,99.41437977274143,-0.5683317474626928,1,GPQA diamond,0.14741161616161616,0.0,1036349.0,1036349.0
mistral/open-mistral-7b,open-mistral-7b,,,99.41436940111956,-0.568332255544482,1,GPQA diamond,0.13226010101010102,0.0,1433848.0,1433848.0
sagemaker/mistralai/Mistral-7B-Instruct-v0.3,Mistral 7B Instruct,mistral-7b-instruct,mistral,99.41436928663938,-0.5683322611526016,1,GPQA diamond,0.1518308080808081,0.0,1554145.0,1554145.0
