model_id,model,benchmark_id,benchmark,x_value,x_unit,performance,score_unit,data_quality,source_detail,source_url,human_verified
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,8500,mean_response_tokens,0.9,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,7500,mean_response_tokens,0.905,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,8500,mean_response_tokens,0.905,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,7800,mean_response_tokens,0.91,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,8500,mean_response_tokens,0.91,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,9000,mean_response_tokens,0.91,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,8000,mean_response_tokens,0.92,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,9000,mean_response_tokens,0.92,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,9500,mean_response_tokens,0.92,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,9000,mean_response_tokens,0.925,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,9500,mean_response_tokens,0.94,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b47_unknown,GAOKAO,10000,mean_response_tokens,0.955,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,1500,mean_response_tokens,0.115,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,2000,mean_response_tokens,0.135,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,2500,mean_response_tokens,0.155,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,2800,mean_response_tokens,0.175,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,3200,mean_response_tokens,0.175,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,3000,mean_response_tokens,0.19,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,3800,mean_response_tokens,0.19,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,4000,mean_response_tokens,0.2,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,3500,mean_response_tokens,0.225,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,4200,mean_response_tokens,0.225,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,4800,mean_response_tokens,0.225,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,5000,mean_response_tokens,0.245,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,4800,mean_response_tokens,0.265,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,5500,mean_response_tokens,0.265,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,5200,mean_response_tokens,0.275,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,5500,mean_response_tokens,0.285,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,6200,mean_response_tokens,0.285,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,5800,mean_response_tokens,0.3,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,6500,mean_response_tokens,0.3,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,6000,mean_response_tokens,0.315,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,6500,mean_response_tokens,0.315,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,7000,mean_response_tokens,0.315,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,6500,mean_response_tokens,0.33,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,7200,mean_response_tokens,0.33,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,7000,mean_response_tokens,0.355,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,7000,mean_response_tokens,0.375,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,7500,mean_response_tokens,0.375,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,7500,mean_response_tokens,0.385,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,7500,mean_response_tokens,0.395,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,8200,mean_response_tokens,0.395,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,8000,mean_response_tokens,0.42,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,8500,mean_response_tokens,0.445,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,9000,mean_response_tokens,0.465,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,7800,mean_response_tokens,0.51,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
m178_unknown,Kimi k1.5,b11,GPQA Diamond,8500,mean_response_tokens,0.51,accuracy,figure_estimate,Kimi k1.5 paper Fig 6,https://arxiv.org/pdf/2501.12599,
claude-3-7-sonnet-no-extended-thinking_unknown,Claude 3.7 Sonnet (No extended thinking),b11,GPQA diamond,0,mean_response_tokens,0.68,accuracy,exact_text,Figure in Claude 3.7 Sonnet announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
claude-3-7-sonnet-no-extended-thinking_unknown,Claude 3.7 Sonnet (No extended thinking),b29,SWE-Bench verified,0,mean_response_tokens,0.703,accuracy,exact_text,Figure in Claude 3.7 Sonnet announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
claude-3-7-sonnet-no-extended-thinking_unknown,Claude 3.7 Sonnet (No extended thinking),tau-bench_unknown,TAU-bench,0,mean_response_tokens,0.812,accuracy,exact_text,Figure in Claude 3.7 Sonnet announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
claude-3-7-sonnet-no-extended-thinking_unknown,Claude 3.7 Sonnet (No extended thinking),b6,MMLU,0,mean_response_tokens,0.832,accuracy,exact_text,Figure in Claude 3.7 Sonnet announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
claude-3-7-sonnet-no-extended-thinking_unknown,Claude 3.7 Sonnet (No extended thinking),b49_unknown,IFEval,0,mean_response_tokens,0.908,accuracy,exact_text,Figure in Claude 3.7 Sonnet announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
claude-3-7-sonnet-no-extended-thinking_unknown,Claude 3.7 Sonnet (No extended thinking),b45_unknown,MATH500,0,mean_response_tokens,0.822,accuracy,exact_text,Figure in Claude 3.7 Sonnet announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
claude-3-7-sonnet-no-extended-thinking_unknown,Claude 3.7 Sonnet (No extended thinking),b13,OTIS Mock AIME 2024-2025,0,mean_response_tokens,0.233,accuracy,exact_text,Figure in Claude 3.7 Sonnet announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
o3-mini-high,o3-mini (high),b11,GPQA Diamond,100000,thinking_tokens,0.797,accuracy,exact_text,"Accuracy comes from Anthropic announcement, number of tokens comes from OpenAI developer website","https://www.anthropic.com/news/claude-3-7-sonnet,https://developers.openai.com/api/docs/models/o3#o3-mini",yes
o3-mini-high,o3-mini (high),b29,SWE-Bench verified,100000,thinking_tokens,0.493,accuracy,exact_text,"Accuracy comes from Anthropic announcement, number of tokens comes from OpenAI developer website","https://www.anthropic.com/news/claude-3-7-sonnet,https://developers.openai.com/api/docs/models/o3#o3-mini",yes
o3-mini-high,o3-mini (high),b6,MMLU,100000,thinking_tokens,0.795,accuracy,exact_text,"Accuracy comes from Anthropic announcement, number of tokens comes from OpenAI developer website","https://www.anthropic.com/news/claude-3-7-sonnet,https://developers.openai.com/api/docs/models/o3#o3-mini",yes
o3-mini-high,o3-mini (high),b45_unknown,MATH 500,100000,thinking_tokens,0.979,accuracy,exact_text,"Accuracy comes from Anthropic announcement, number of tokens comes from OpenAI developer website","https://www.anthropic.com/news/claude-3-7-sonnet,https://developers.openai.com/api/docs/models/o3#o3-mini",yes
o3-mini-high,o3-mini (high),b13,OTIS Mock AIME 2024-2025,100000,thinking_tokens,0.873,accuracy,exact_text,"Accuracy comes from Anthropic announcement, number of tokens comes from OpenAI developer website","https://www.anthropic.com/news/claude-3-7-sonnet,https://developers.openai.com/api/docs/models/o3#o3-mini",yes
deepseek-r1-32k-extended-thinking_unknown,DeepSeek-R1 (32k extended thinking),b11,GPQA Diamond,32000,thinking_tokens,0.715,accuracy,exact_text,Claude 3.7 Sonnet and Claude Code Announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
deepseek-r1-32k-extended-thinking_unknown,DeepSeek-R1 (32k extended thinking),b29,SWE-Bench verified,32000,thinking_tokens,0.492,accuracy,exact_text,Claude 3.7 Sonnet and Claude Code Announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
deepseek-r1-32k-extended-thinking_unknown,DeepSeek-R1 (32k extended thinking),b49_unknown,IFEval,32000,thinking_tokens,0.833,accuracy,exact_text,Claude 3.7 Sonnet and Claude Code Announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
deepseek-r1-32k-extended-thinking_unknown,DeepSeek-R1 (32k extended thinking),b45_unknown,MATH 500,32000,thinking_tokens,0.973,accuracy,exact_text,Claude 3.7 Sonnet and Claude Code Announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
deepseek-r1-32k-extended-thinking_unknown,DeepSeek-R1 (32k extended thinking),b13,OTIS Mock AIME 2024-2025,32000,thinking_tokens,0.798,accuracy,exact_text,Claude 3.7 Sonnet and Claude Code Announcement,https://www.anthropic.com/news/claude-3-7-sonnet,yes
grok-3-reasoning,Grok 3 Reasoning Beta,b11,GPQA Diamond,16000,thinking_tokens,0.846,accuracy,exact_text,The number of tokens were obtained from the Oracle page since apparently xAI docs don't have this number any more. The same number of output tokens are used as regular Grok 3 with reasoning turned on,"https://www.anthropic.com/news/claude-3-7-sonnet,https://docs.oracle.com/en-us/iaas/Content/generative-ai/xai-grok-3.htm",yes
grok-3-reasoning,Grok 3 Reasoning Beta,b48_unknown,MMMU,16000,thinking_tokens,0.78,accuracy,exact_text,The number of tokens were obtained from the Oracle page since apparently xAI docs don't have this number any more. The same number of output tokens are used as regular Grok 3 with reasoning turned on,"https://www.anthropic.com/news/claude-3-7-sonnet,https://docs.oracle.com/en-us/iaas/Content/generative-ai/xai-grok-3.htm",yes
grok-3-reasoning,Grok 3 Reasoning Beta,b13,OTIS Mock AIME 2024-2025,16000,thinking_tokens,0.933,accuracy,exact_text,The number of tokens were obtained from the Oracle page since apparently xAI docs don't have this number any more. The same number of output tokens are used as regular Grok 3 with reasoning turned on,"https://www.anthropic.com/news/claude-3-7-sonnet,https://docs.oracle.com/en-us/iaas/Content/generative-ai/xai-grok-3.htm",yes
opus-4-extended-thinking_unknown,Opus 4 (extended Thinking),b29,SWE-Bench verified,64000,thinking_tokens,0.794,accuracy,exact_text,Figure in Claude 4 Announcement. Number of tokens are assumed from Appendix.,https://www.anthropic.com/news/claude-4,yes
m14,Claude 3.7 Sonnet (extended thinking),b29,SWE-Bench verified,16000,thinking_tokens,0.703,accuracy,exact_text,Figure in Claude 4 Announcement. Number of tokens are assumed from Appendix.,https://www.anthropic.com/news/claude-4,yes
claude-4-sonnet-extended-thinking_unknown,Claude 4 Sonnet (extended thinking),b29,SWE-Bench verified,16000,thinking_tokens,0.802,accuracy,exact_text,Figure in Claude 4 Announcement. Number of tokens are assumed from Appendix.,https://www.anthropic.com/news/claude-4,yes
m17,Claude Opus 4,b29,SWE-Bench verified,N/A,mean_response_tokens,0.725,accuracy,exact_text,Figure in Claude 4 Announcement. Non-reasoning model,https://www.anthropic.com/news/claude-4,yes
m22,Claude Sonnet 4,b29,SWE-Bench verified,0,mean_response_tokens,0.727,accuracy,exact_text,Figure in Claude 4 Announcement. Non-reasoning model,https://www.anthropic.com/news/claude-4,yes
m14,Claude 3.7 Sonnet,b29,SWE-Bench verified,0,mean_response_tokens,0.623,accuracy,exact_text,Figure in Claude 4 Announcement. Non-reasoning model,https://www.anthropic.com/news/claude-4,yes
m18,Claude Opus 4.1,b29,SWE-Bench verified,0,mean_response_tokens,0.745,accuracy,exact_text,Claude Sonnet 4.5 Announcement Figure,https://www.anthropic.com/news/claude-sonnet-4-5,yes
sonnet-4-5-extended-thinking_unknown,Sonnet 4.5 (extended thinking),b29,SWE-Bench verified,200000,thinking_tokens,0.772,accuracy,exact_text,Claude Sonnet 4.5 Announcement Figure,https://www.anthropic.com/news/claude-sonnet-4-5,yes
sonnet-4-5-extended-thinking_unknown,Sonnet 4.5 (extended thinking),b13,OTIS Mock AIME 2024-2025,64000,thinking_tokens,1,accuracy,exact_text,Claude Sonnet 4.5 Announcement Figure,https://www.anthropic.com/news/claude-sonnet-4-5,yes
sonnet-4-5-extended-thinking_unknown,Sonnet 4.5 (extended thinking),b6,MMLU,128000,thinking_tokens,0.891,accuracy,exact_text,Claude Sonnet 4.5 Announcement Figure,https://www.anthropic.com/news/claude-sonnet-4-5,yes
sonnet-4-5-extended-thinking_unknown,Sonnet 4.5 (extended thinking),finance-agent_unknown,Finance Agent,64000,thinking_tokens,0.553,accuracy,exact_text,Claude Sonnet 4.5 Announcement Figure,https://www.anthropic.com/news/claude-sonnet-4-5,yes
claude-haiku-4-5-extended-thinking_unknown,Claude Haiku 4.5 (extended thinking),b29,SWE-Bench verified,128000,thinking_tokens,0.733,accuracy,exact_text,Tokens obtained from Appendix. Perfomance from Figure in Calude Haiku 4.5 announcement.,https://www.anthropic.com/news/claude-haiku-4-5,yes
claude-haiku-4-5-extended-thinking_unknown,Claude Haiku 4.5 (extended thinking),b37,Terminal Bench,32000,thinking_tokens,0.4175,accuracy,exact_text,Tokens obtained from Appendix. Perfomance from Figure in Calude Haiku 4.5 announcement.,https://www.anthropic.com/news/claude-haiku-4-5,yes
claude-haiku-4-5-extended-thinking_unknown,Claude Haiku 4.5 (extended thinking),tau-bench_unknown,TAU-bench,128000,thinking_tokens,0.832,accuracy,exact_text,Tokens obtained from Appendix. Perfomance from Figure in Calude Haiku 4.5 announcement.,https://www.anthropic.com/news/claude-haiku-4-5,yes
claude-haiku-4-5-extended-thinking_unknown,Claude Haiku 4.5 (extended thinking),b13,OTIS Mock AIME 2024-2025,128000,thinking_tokens,0.963,accuracy,exact_text,Tokens obtained from Appendix. Perfomance from Figure in Calude Haiku 4.5 announcement.,https://www.anthropic.com/news/claude-haiku-4-5,yes
claude-haiku-4-5-extended-thinking_unknown,Claude Haiku 4.5 (extended thinking),b33,OSWorld,128000,thinking_tokens,0.507,accuracy,exact_text,Tokens obtained from Appendix. Perfomance from Figure in Calude Haiku 4.5 announcement.,https://www.anthropic.com/news/claude-haiku-4-5,yes
claude-haiku-4-5-extended-thinking_unknown,Claude Haiku 4.5 (extended thinking),b6,MMLU,128000,thinking_tokens,0.83,accuracy,exact_text,Tokens obtained from Appendix. Perfomance from Figure in Calude Haiku 4.5 announcement.,https://www.anthropic.com/news/claude-haiku-4-5,yes
claude-haiku-4-5-extended-thinking_unknown,Claude Haiku 4.5 (extended thinking),b11,GPQA Diamond,128000,thinking_tokens,0.73,accuracy,exact_text,Tokens obtained from Appendix. Perfomance from Figure in Calude Haiku 4.5 announcement.,https://www.anthropic.com/news/claude-haiku-4-5,yes
claude-haiku-4-5-extended-thinking_unknown,Claude Haiku 4.5 (extended thinking),b48_unknown,MMMU,128000,thinking_tokens,0.732,accuracy,exact_text,Tokens obtained from Appendix. Perfomance from Figure in Calude Haiku 4.5 announcement.,https://www.anthropic.com/news/claude-haiku-4-5,yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),b37,Terminal Bench,128000,thinking_tokens,0.593,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Methodology,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),b37,Terminal Bench,64000,thinking_tokens,0.578,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Methodology,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),tau-bench_unknown,TAU-bench,64000,thinking_tokens,0.889,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Method. Retail bench,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),mcp-atlas_unknown,MCP Atlas,64000,thinking_tokens,0.623,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Methodology,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),b33,OSWorld,64000,thinking_tokens,0.663,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Methodology,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),b35,ARC-AGI-2,64000,thinking_tokens,0.376,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Methodology,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),b11,GPQA Diamond,64000,thinking_tokens,0.87,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Methodology,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),b48_unknown,MMMU,64000,thinking_tokens,0.807,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Methodology,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),b6,MMLU,64000,thinking_tokens,0.908,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Methodology,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-extended-thinking_unknown,Claude Opus 4.5 (extended thinking),b29,SWE-Bench verified,64000,thinking_tokens,0.806,accuracy,exact_text,Graph from Claude Opus 4.5 announcement. Tokens are from Footnotes/Methodology,"https://www.anthropic.com/news/claude-opus-4-5,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf",yes
claude-opus-4-5-low_unknown,Claude Opus 4.5 (low),b29,SWE-Bench verified,3000,thinking_tokens,0.755,accuracy,figure_estimate,From graph in Claude Opus 4.5 Announcement. Just an estimate.,https://www.anthropic.com/news/claude-opus-4-5,yes
claude-opus-4-5-medium_unknown,Claude Opus 4.5 (medium),b29,SWE-Bench verified,5500,thinking_tokens,0.775,accuracy,figure_estimate,From graph in Claude Opus 4.5 Announcement. Just an estimate.,https://www.anthropic.com/news/claude-opus-4-5,yes
claude-opus-4-5-high_unknown,Claude Opus 4.5 (high),b29,SWE-Bench verified,12000,thinking_tokens,0.81,accuracy,figure_estimate,From graph in Claude Opus 4.5 Announcement. Just an estimate.,https://www.anthropic.com/news/claude-opus-4-5,yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",b29,SWE-Bench verified,128000,thinking_tokens,.808,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement,"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",b37,Terminal Bench,128000,thinking_tokens,0.654,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement,"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",tau-bench_unknown,TAU-bench,128000,thinking_tokens,0.919,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement,"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",mcp-atlas_unknown,MCP Atlas,128000,thinking_tokens,0.595,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement,"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",b33,OSWorld,128000,thinking_tokens,0.727,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement,"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",b35,ARC-AGI-2,128000,thinking_tokens,0.688,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement,"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",b11,GPQA Diamond,128000,thinking_tokens,0.913,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement,"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",b48_unknown,MMMU,128000,thinking_tokens,0.739,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement. (Using tools),"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",b6,MMLU,128000,thinking_tokens,0.911,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement,"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
claude-opus-4-6-adaptive,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",mcp-atlas_unknown,MCP Atlas,128000,thinking_tokens,0.595,accuracy,exact_text,From system card page 18. Output tokens from the Opus 4.6 announcement,"https://www.anthropic.com/news/claude-opus-4-6, https://www-cdn.anthropic.com/6a5fa276ac68b9aeb0c8b6af5fa36326e0e166dd.pdf",yes
